gene_id,p_value,auc_single,neg_log10_p
POLR2E,0.02456375276099767,0.6007356805044666,1.609705282527241
NDUFS1_1,0.02456375276099767,0.6007356805044667,1.609705282527241
NDUFS1,0.02456375276099767,0.6007356805044667,1.609705282527241
DHX38,0.02456375276099767,0.6007356805044666,1.609705282527241
VAPB,0.024713724487785624,0.6006305832895428,1.607061799211341
SMARCC1,0.024713724487785624,0.6006305832895429,1.607061799211341
PROM1,0.024719650368712952,0.6846032580136626,1.606957676140361
ANXA9,0.02484376900819834,0.5716237519705728,1.604782517380568
OCEL1,0.024858453545293736,0.600525486074619,1.6045258924938828
SAR1A,0.024864488721507216,0.600525486074619,1.6044204665629058
ZNF224,0.024996889639574492,0.8592748292170258,1.602114027184233
PLPP3,0.025016048815381345,0.6004203888596953,1.6017812842982992
LDHB,0.025016048815381345,0.6004203888596953,1.6017812842982992
NCOR2,0.025016048815381345,0.6004203888596952,1.6017812842982992
CLCF1,0.025162321893576086,0.6003152916447714,1.5992492861583651
C3orf14,0.02516826058032572,0.6003152916447714,1.5991467982168268
CGRRF1,0.025168371243707358,0.6003152916447714,1.5991448886533837
HIF1AN,0.0251684081315388,0.6003152916447714,1.5991442521334536
CNGA1,0.025242824962838046,0.6993168681029953,1.5978620441537599
ARHGEF40,0.025321570041013677,0.6002101944298476,1.5965093697838648
TMEM104,0.02550278591816131,0.5507094062007356,1.5934123747504758
SLC34A2,0.025561771166887074,0.6126116657908565,1.5924090573463494
HRAS_1,0.025630315168514772,0.6,1.5912460533902675
HRAS,0.025630315168514772,0.6,1.5912460533902675
DCTN5,0.025630315168514772,0.6,1.5912460533902675
ECM1,0.025630315168514772,0.6,1.5912460533902675
NUCB1,0.025630315168514772,0.6,1.5912460533902675
CD69,0.025754665258528063,0.6736731476615869,1.58914409040848
SOX9,0.025775177601473524,0.6015764582238571,1.5887983335682403
CCL5,0.025785154943444123,0.6001050972149238,1.588630254566337
CCL5_1,0.025785154943444123,0.6001050972149238,1.588630254566337
PKIG,0.025785905173044077,0.5998949027850762,1.5886176187750731
DARS2,0.025785905173044077,0.5998949027850762,1.5886176187750731
HAUS3,0.02594231134387788,0.5997898055701524,1.5859913328327637
GRIP2,0.02594231134387788,0.5997898055701524,1.5859913328327637
PSMD4,0.02594231134387788,0.5997898055701524,1.5859913328327637
CDR2,0.02594231134387788,0.5997898055701524,1.5859913328327637
TPRA1,0.025945942171024645,0.6338413032054651,1.585930554213699
SPAG5,0.026049381704963948,0.5797162375197057,1.5842025804377418
PEX11A,0.026078357450185406,0.5983184445612191,1.5837197661910953
FYB1,0.026098213197012447,0.6001050972149238,1.5833892254295867
HSDL2,0.026099499270413207,0.5996847083552286,1.5833678246993637
MCF2L,0.026099499270413207,0.5996847083552286,1.5833678246993637
YTHDF3,0.02609953709642807,0.5996847083552286,1.5833671952766513
SMUG1,0.026103525493877885,0.5907514450867052,1.5833008336908931
PGD,0.026133251064287925,0.6090383604834472,1.5828065592182097
MYL4,0.026210640703534946,0.7737256962690489,1.5815223628531379
CNPY2,0.026257585854952584,0.5995796111403048,1.5807452058196096
CCNC,0.026257585854952584,0.5995796111403048,1.5807452058196096
CIT,0.026257585854952584,0.5995796111403048,1.5807452058196096
CNNM2,0.0263905287946601,0.5980031529164477,1.578551907608593
TBC1D2,0.02640419314795748,0.5939043615344194,1.5783270990235687
MFAP2,0.026414325129418437,0.6001050972149238,1.5781604808056888
CNN3,0.026416308484670914,0.5995796111403048,1.5781278724425751
ARFGEF2,0.02657616613112402,0.5993694167104572,1.5755076700520378
KATNBL1,0.026644241218103656,0.5949553336836574,1.574396643202495
SLC4A7,0.02672824387720396,0.5987388334209144,1.573029574707521
PHF10,0.026736704541422494,0.5992643194955334,1.5728921231650543
NDE1,0.026736704541422494,0.5992643194955334,1.5728921231650543
NDE1_1,0.026736704541422494,0.5992643194955334,1.5728921231650543
CCNB1,0.026866572803731236,0.5969521807672097,1.5707877301934596
ADAM12,0.026895917107216498,0.5991592222806096,1.5703136423911428
MINPP1,0.026898079742976356,0.5991592222806096,1.570278723224233
RPAP1,0.026898079742976356,0.5991592222806096,1.570278723224233
MSANTD2,0.026907980053987878,0.5742511823436679,1.5701189029175173
ZNF208,0.026927090830267685,0.9821334734629532,1.5698105646950347
IL7R,0.026968015105260347,0.600525486074619,1.5691510172310261
DMTF1,0.02706029520411308,0.5990541250656858,1.5676674699402422
SRI,0.02706029520411308,0.5990541250656858,1.5676674699402422
TOR1AIP2,0.02706029520411308,0.5990541250656858,1.5676674699402422
TRAF1,0.0270743139128858,0.8461376773515502,1.5674425399703467
RAD50,0.027095889505227917,0.594114555964267,1.5670965873764036
PSMB5,0.027223354401940167,0.598949027850762,1.565058363023306
MAN2A2,0.027223354401940167,0.598949027850762,1.565058363023306
PERP,0.027223354401940167,0.5989490278507619,1.565058363023306
ADGRG2,0.027239710311168546,0.9838150289017341,1.5647975153690157
WDR55,0.027387260822333226,0.5988439306358382,1.5624514021832034
TRAPPC9,0.027387260822333226,0.5988439306358382,1.5624514021832034
SLC39A6,0.027387260822333226,0.5988439306358382,1.5624514021832034
CES2,0.02755201795992362,0.5987388334209144,1.5598465871292708
MYO9B,0.02771762931808645,0.5986337362059906,1.5572439175703952
SKIC3,0.02771762931808645,0.5986337362059906,1.5572439175703952
ADAM28,0.02787934847167301,0.599474513925381,1.5547173797298195
DPP3,0.027884098408927388,0.5985286389910668,1.5546433932150199
RALGAPA1,0.027884098408927388,0.5985286389910668,1.5546433932150199
MARCKSL1,0.027884098408927388,0.5985286389910667,1.5546433932150199
TPD52,0.027884098408927388,0.5985286389910668,1.5546433932150199
CLCA2,0.027938610557827932,0.8672622175512349,1.5537951960054022
STUB1,0.02805142875327016,0.598423541776143,1.5520450137711388
PIGT,0.02805142875327016,0.598423541776143,1.5520450137711388
ZNF444,0.02805142875327016,0.598423541776143,1.5520450137711388
PCYOX1L,0.02805142875327016,0.598423541776143,1.5520450137711388
GLG1,0.02805142875327016,0.598423541776143,1.5520450137711388
SUGCT,0.028107350478498046,0.5894902785076196,1.5511800909560594
DAGLA,0.02819028066577864,0.6707304256437204,1.549900600219489
MB,0.028219623880643165,0.5983184445612191,1.5494487789462978
EPHB4,0.028219623880643165,0.5983184445612191,1.5494487789462978
KRI1,0.028219623880643165,0.5983184445612191,1.5494487789462978
PDIA6,0.028219623880643165,0.5983184445612191,1.5494487789462978
GJA5,0.028233170528419914,0.9834997372569627,1.549240348715262
RCC1,0.02835599485844794,0.6013662637940095,1.5473551110669341
MTARC2,0.028387284828451747,0.5982133473462953,1.5468761446496273
PELI1,0.028388647257502963,0.5982133473462954,1.5468553014719884
HLA-DPB1_5,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_1,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_3,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_6,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_4,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_7,0.028388687329265905,0.5982133473462954,1.5468546884475958
HLA-DPB1_2,0.028388687329265905,0.5982133473462954,1.5468546884475958
BTN3A3,0.028402462756532718,0.6036784025223332,1.5466440009670241
JAG2,0.028558622646035585,0.5981082501313715,1.5442627419816786
AP3M2,0.028558622646035585,0.5981082501313715,1.5442627419816786
POFUT1,0.02859227771570339,0.563951655281135,1.5437512465321992
BBS10,0.02872939298751896,0.5980031529164477,1.5416735499550045
MCCC2_2,0.028729433386512793,0.5980031529164477,1.5416729392547448
MCCC2,0.028729433386512793,0.5980031529164477,1.5416729392547448
PSMG1,0.028729433386512793,0.5980031529164478,1.5416729392547448
MCCC2_1,0.028729433386512793,0.5980031529164477,1.5416729392547448
LTF,0.028838677373345167,0.6033631108775617,1.540024661519518
LST1_2,0.028901123114907563,0.5978980557015239,1.5390852799725385
SRPK2,0.028901123114907563,0.5978980557015239,1.5390852799725385
RETREG3,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_1,0.028901123114907563,0.5978980557015239,1.5390852799725385
CENPX,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_3,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_5,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_7,0.028901123114907563,0.5978980557015239,1.5390852799725385
SDR39U1,0.028901123114907563,0.5978980557015239,1.5390852799725385
POSTN,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_6,0.028901123114907563,0.5978980557015239,1.5390852799725385
LST1_4,0.028901123114907563,0.5978980557015239,1.5390852799725385
EP300,0.028901123114907563,0.5978980557015239,1.5390852799725385
PIGQ,0.028991299562006367,0.5930635838150289,1.5377323165539933
GPR171,0.02904407797444855,0.860746190225959,1.536942405965686
ADCY9,0.029055166127375784,0.5965317919075145,1.5367766370726925
TMEM62,0.029071414674577033,0.5977929584866001,1.5365338340564167
ERBIN,0.029073695404064615,0.5977929584866001,1.5364997638403544
TAGLN3,0.029235459229981164,0.5993694167104572,1.5340900798844934
TCF20_2,0.029247153835448753,0.5976878612716763,1.5339163905630324
TCF20,0.029247153835448753,0.5976878612716763,1.5339163905630324
DECR2,0.029247153835448753,0.5976878612716763,1.5339163905630324
DECR2_1,0.029247153835448753,0.5976878612716763,1.5339163905630324
TCF20_1,0.029247153835448753,0.5976878612716763,1.5339163905630324
NAMPT,0.029247153835448753,0.5976878612716763,1.5339163905630324
MYT1,0.029257696415736827,0.8401471361008933,1.5337598707369313
MYT1_1,0.029257696415736827,0.8401471361008933,1.5337598707369313
SPIB,0.02928481522774285,0.6084077771939044,1.5333575118041907
NCF4_1,0.029313564635113386,0.6257488176563322,1.5329313665759428
NCF4,0.029313564635113386,0.6257488176563322,1.5329313665759428
ORAI3,0.029421501999129775,0.5975827640567525,1.5313351598449592
PIM2,0.029421501999129775,0.5975827640567525,1.5313351598449592
PIM2_1,0.029421501999129775,0.5975827640567525,1.5313351598449592
CBX3,0.029421501999129775,0.5975827640567525,1.5313351598449592
B4GAT1,0.029421501999129775,0.5975827640567525,1.5313351598449592
RAPGEF6,0.029421501999129775,0.5975827640567525,1.5313351598449592
YEATS4,0.029421501999129775,0.5975827640567525,1.5313351598449592
INVS,0.029589741963581714,0.5924330005254861,1.5288588220742847
EPS8L1,0.029594434977380703,0.5974776668418287,1.5287899472463826
GFI1,0.02959657859785925,0.5975827640567525,1.5287584910340521
TCIRG1,0.02959674349376706,0.5974776668418287,1.528756071390068
RLN2,0.029759975959288015,0.6202837624802943,1.5263674239579053
CD82,0.02977288192659429,0.5973725696269049,1.5261791249018348
ABITRAM,0.02977288192659429,0.5973725696269049,1.5261791249018348
NIPA2,0.02977288192659429,0.5973725696269049,1.5261791249018348
PHACTR4,0.02986087389095347,0.5974776668418287,1.5248974866155034
TAF12,0.02994493423000914,0.5982133473462954,1.5236766364477128
TOMM22,0.029949697334162997,0.7429322122963742,1.5236075621483611
TBX2,0.030075408768187106,0.5174986862848134,1.5217884612595518
ADGB,0.030114800636536425,1.0,1.5212200075635889
STX16,0.03012786407852796,0.5971623751970573,1.5210316566369708
KRT15,0.03014316318429311,0.603258013662638,1.5208111753325593
GAB1,0.030252980350046067,0.7061481870730426,1.5192318347033766
MIR22HG_1,0.03030667316373166,0.5970572779821335,1.518461734563809
MIR22HG,0.03030667316373166,0.5970572779821335,1.518461734563809
PPIL2,0.030306715054828234,0.5970572779821335,1.5184611342650096
SPAG16,0.030453510332508305,0.5932737782448765,1.5163626396429246
MAP4K1,0.030462927332059204,0.5995796111403048,1.5162283655083753
CDH1,0.03048412221579173,0.5963215974776669,1.5159263058848504
MICU2,0.030486477483672864,0.5969521807672097,1.515892752669047
MRPL23_1,0.030486477483672864,0.5969521807672097,1.515892752669047
MRPL23,0.030486477483672864,0.5969521807672097,1.515892752669047
KHDRBS1,0.03066715501492305,0.5968470835522859,1.51332651155027
COPS7A,0.03066715501492305,0.5968470835522859,1.51332651155027
GREM1_2,0.030727815010632063,0.5887545980031529,1.5124683203997515
GREM1,0.030727815010632063,0.5887545980031529,1.5124683203997515
GREM1_1,0.030727815010632063,0.5887545980031529,1.5124683203997515
BAZ2B,0.030848751306914803,0.5967419863373621,1.5107624106094086
DDX27,0.030848751306914803,0.5967419863373621,1.5107624106094086
NCKAP1L,0.030848751306914803,0.5967419863373621,1.5107624106094086
RCBTB1,0.030848751306914803,0.5967419863373621,1.5107624106094086
FUT8,0.030848751306914803,0.5967419863373621,1.5107624106094086
HSD17B14,0.031026162421426633,0.5959012086179716,1.5082719383141927
RBM10,0.031031270026441765,0.5966368891224383,1.5082004495467292
MTCH1,0.031031270026441765,0.5966368891224383,1.5082004495467292
DFFA,0.031031270026441765,0.5966368891224383,1.5082004495467292
RASSF2,0.031031270026441765,0.5966368891224383,1.5082004495467292
ANAPC5,0.031031270026441765,0.5966368891224383,1.5082004495467292
SLC66A1,0.031062299929646663,0.6337362059905413,1.5077663911774908
EGFL7,0.03121064754886337,0.5887545980031529,1.5056972206335875
COX6C,0.031214714848737238,0.5965317919075145,1.505640628062039
GINS1,0.031214714848737238,0.5965317919075145,1.505640628062039
HSPA4,0.031214714848737238,0.5965317919075145,1.505640628062039
MED7,0.031214714848737238,0.5965317919075145,1.505640628062039
TUBA4A,0.031214714848737238,0.5965317919075144,1.505640628062039
MAGEH1,0.031214714848737238,0.5965317919075145,1.505640628062039
IL16,0.03127730478397206,0.608617971623752,1.5047706778589836
MRC2,0.03139908945745642,0.5964266946925907,1.50308294585468
CDC25C,0.03146735891178943,0.7281135049921177,1.502139706345426
PCSK6,0.031473175861394344,0.5184445612191277,1.5020594315549043
ERBB4,0.03150531968571932,0.5438780872306884,1.5016161092232887
HCFC1,0.03158439754465775,0.5963215974776668,1.5005274026235333
SNAPC1,0.03162797599961322,0.5869679453494483,1.4999285994318743
GORASP2,0.03177064281078458,0.5962165002627431,1.4979739980670157
UNC50,0.03177064281078458,0.5962165002627431,1.4979739980670157
POF1B,0.031875353458248296,0.7201261166579085,1.4965449907425932
OPLAH,0.03188583441531104,0.7614293221229638,1.4964022135450465
TNFAIP8,0.03195765530552169,0.5961114030478192,1.4954250918495369
MLX,0.03195782896464629,0.5961114030478193,1.4954227318830777
RUFY1_1,0.03195782896464629,0.5961114030478193,1.4954227318830777
SEPHS2,0.03195782896464629,0.5961114030478193,1.4954227318830777
LUZP1,0.03195782896464629,0.5961114030478192,1.4954227318830777
MAPKAPK2,0.03195782896464629,0.5961114030478193,1.4954227318830777
RUFY1,0.03195782896464629,0.5961114030478193,1.4954227318830777
CEACAM3,0.03213009556664152,0.5981082501313715,1.4930879826961214
RNF121,0.032140729524624295,0.5955859169732002,1.4929442699210544
SASH3,0.0321435189325196,0.5963215974776668,1.4929065803007653
AGBL5,0.03217482533545356,0.6958486600105097,1.4924838020321103
PIM1,0.03230528765883657,0.5990541250656858,1.4907263874797423
MTSS1,0.0323346012368905,0.5959012086179716,1.490332490575405
GSDME,0.032334995054884096,0.5959012086179716,1.490327201135195
CISH,0.032335038812526445,0.5959012086179716,1.4903266134224173
WSB2,0.032335038812526445,0.5959012086179716,1.4903266134224173
RND3,0.032335038812526445,0.5959012086179716,1.4903266134224173
ETS2,0.03250392358906169,0.6272201786652654,1.4880642116294627
H2BC6,0.03251538048864659,0.6128218602207042,1.4879111595969465
REEP4,0.032525069965819775,0.5957961114030478,1.4877817605392656
OXCT1,0.032525069965819775,0.5957961114030479,1.4877817605392656
CD24,0.03271605692535807,0.595691014188124,1.4852390448158337
H4C8,0.032741590876333694,0.8750394114555964,1.4849002225408272
ELMO1,0.03275274107876331,0.6254335260115607,1.4847523480213225
APLP2,0.032908003441487726,0.5955859169732003,1.4826984659477367
LYZ,0.032908003441487726,0.5955859169732003,1.4826984659477367
TAF6,0.032908003441487726,0.5955859169732002,1.4826984659477367
RER1,0.032908003441487726,0.5955859169732002,1.4826984659477367
PRDM4,0.032908003441487726,0.5955859169732002,1.4826984659477367
DUT,0.032908003441487726,0.5955859169732002,1.4826984659477367
TCF7L2,0.032908003441487726,0.5955859169732003,1.4826984659477367
ANOS1,0.03299772292552924,0.5911718339464004,1.481516028455385
CLEC10A,0.03300817097105456,0.7506043089858119,1.481378539867977
E2F8,0.033080832482850916,0.5648975302154493,1.4804235699127417
IPO9,0.033100913272802124,0.5954808197582764,1.480160023630119
SAYSD1,0.033100913272802124,0.5954808197582764,1.480160023630119
PCSK7,0.033100913272802124,0.5954808197582764,1.480160023630119
TRAK2,0.033100913272802124,0.5954808197582764,1.480160023630119
CLN6,0.03319016765620073,0.5210719915922228,1.4789905537987196
NBR2,0.03327611063814729,0.5472411981082501,1.4778674404071803
DCUN1D2,0.033278549146500684,0.5932737782448765,1.4778356160172472
SUOX,0.03329479018612062,0.5953757225433526,1.4776237175576552
FKBP4,0.03329479018612062,0.5953757225433526,1.4776237175576552
FAXDC2,0.03329479018612062,0.5953757225433526,1.4776237175576552
CDH3,0.033392047769634794,0.5953757225433526,1.4763569469898707
MIPEP,0.03344623944124832,0.5935890698896479,1.4756527054514912
TAF9,0.033489637956467457,0.5952706253284288,1.475089547424549
KRAS,0.033489637956467457,0.5952706253284288,1.475089547424549
TAF9_1,0.033489637956467457,0.5952706253284288,1.475089547424549
SLAMF7,0.033489637956467457,0.5952706253284288,1.475089547424549
IL12RB1,0.033489637956467457,0.5952706253284288,1.475089547424549
RAB17,0.03355691108084252,0.5944298476090384,1.4742180228816542
ZNF280B,0.03356091436046717,0.6140830267997899,1.4741662154149753
ZNF280B_1,0.03356091436046717,0.6140830267997899,1.4741662154149753
PML,0.03365265202459005,0.9091960063058329,1.4729807051618033
SEPTIN7,0.03368546036705051,0.595165528113505,1.4725575129245294
LTBP2,0.03368546036705051,0.595165528113505,1.4725575129245294
DNA2,0.03368546036705051,0.595165528113505,1.4725575129245294
DSN1,0.03388180976859111,0.5950604308985812,1.470033400244482
ARPP19,0.033882261209239276,0.5950604308985812,1.4700276137508554
KLHDC3,0.033882261209239276,0.5950604308985812,1.4700276137508554
MAP3K9,0.03393673632908475,0.7765633210719916,1.4693299257903507
NAA50,0.03408004428254308,0.5949553336836574,1.4674998495963114
KLRD1,0.03423855302813554,0.8925906463478718,1.4654845975338688
NDUFAB1,0.03427881339458887,0.5948502364687336,1.4649742201532054
UBE2J1,0.03427881339458887,0.5948502364687336,1.4649742201532054
IL18RAP,0.03435879878315972,0.8884918549658434,1.4639620279305638
ZSCAN16,0.03442719879900674,0.5827640567524961,1.4630983126315285
URGCP,0.034478572361098365,0.5947451392538098,1.462450725113372
COL18A1,0.034478572361098365,0.5947451392538098,1.462450725113372
THOC2,0.034478572361098365,0.5947451392538098,1.462450725113372
NMI,0.034478572361098365,0.5947451392538098,1.462450725113372
TPBG,0.034478572361098365,0.5947451392538098,1.462450725113372
TPBG_1,0.034478572361098365,0.5947451392538098,1.462450725113372
JOSD1,0.034478572361098365,0.5947451392538098,1.462450725113372
HERC4,0.03449749222633602,0.652128218602207,1.4622124745455474
C21orf91,0.03452305392127455,0.9213872832369943,1.4618907934176204
NDUFA3_1,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_4,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_9,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_2,0.034679325005865604,0.594640042038886,1.4599293641681672
SERINC5,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_7,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_8,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3,0.034679325005865604,0.594640042038886,1.4599293641681672
MRPL58,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_6,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_3,0.034679325005865604,0.594640042038886,1.4599293641681672
NDUFA3_5,0.034679325005865604,0.594640042038886,1.4599293641681672
MSX2,0.034705494961188854,0.8146085128744088,1.4596017574169244
INHBA,0.03476693855673192,0.5940094587493432,1.4588335499395368
ASF1A,0.03488107516073322,0.5945349448239622,1.4574101370084729
ST6GALNAC2,0.03488107516073322,0.5945349448239622,1.4574101370084729
RHBDF1,0.03488107516073322,0.5945349448239622,1.4574101370084729
ACOX2,0.03515817168111703,0.566684182869154,1.453973717484713
FZD7,0.03526648360032024,0.5968470835522859,1.4526378414130408
CLCA1,0.03526724974129783,0.5105622700998423,1.4526284067558015
STAT5A,0.035285960185653456,0.5947451392538098,1.452398060243247
IARS2,0.03528758336824472,0.5943247503941146,1.4523780828067423
ZNF93,0.03528758336824472,0.5943247503941145,1.4523780828067423
NOP10_1,0.03528758336824472,0.5943247503941146,1.4523780828067423
MRPS17,0.03528758336824472,0.5943247503941146,1.4523780828067423
NOP10,0.03528758336824472,0.5943247503941146,1.4523780828067423
KCNK5,0.03540069112976959,0.78066211245402,1.450988259134799
CCDC15,0.03545770426359532,0.6860746190225959,1.4502893865559796
TBC1D12,0.03549216290664746,0.5942196531791908,1.4498675337659757
ARSF,0.03549234912460622,0.5942196531791908,1.4498652551440734
SRGAP2,0.03559390189781595,0.5309511297950604,1.4486244008749052
FANCC,0.035695510806243724,0.5935890698896479,1.4473863988644937
DDRGK1,0.03569812779845513,0.594114555964267,1.447354560025647
PPA2,0.03590492326152118,0.5940094587493432,1.4448459971399452
TEK,0.03590492326152118,0.5940094587493432,1.4448459971399452
TTC27,0.03590492326152118,0.5940094587493432,1.4448459971399452
ENO1,0.03590492326152118,0.5940094587493432,1.4448459971399452
SNRNP40,0.03590492326152118,0.5940094587493432,1.4448459971399452
HERC5,0.03600705850866861,0.5944298476090384,1.443612355597115
CRYL1,0.03607431992277281,0.5916973200210195,1.4428018475268047
E4F1,0.036112739393437995,0.5939043615344194,1.4423395661749665
KRT38,0.03613783982588227,0.8586442459274829,1.442037811369392
FAM174B,0.036295112320452204,0.5930635838150289,1.4401518552717836
NDUFAF4,0.03632158008171762,0.5937992643194956,1.4398352668182288
DDX31,0.03632158008171762,0.5937992643194955,1.4398352668182288
RUVBL2,0.03632158008171762,0.5937992643194955,1.4398352668182288
SFMBT1,0.03653144922172523,0.5936941671045717,1.437333098756765
MRPL4,0.03653144922172523,0.5936941671045717,1.437333098756765
VEGFC,0.03674216020623499,0.5934839726747241,1.4348353135155674
TM4SF1,0.03674235071665323,0.593589069889648,1.4348330616771228
INSIG2,0.03674235071665323,0.5935890698896479,1.4348330616771228
PPFIA2,0.03677046401596314,0.5235943247503941,1.4345008896225493
CD79B,0.036872335341013,0.9185496584340515,1.4332993551089308
DACH1,0.03689925479197373,0.5189700472937467,1.4329824046539947
SF3B2,0.03695428847749506,0.5934839726747241,1.4323351552653658
KHDC4,0.03695428847749506,0.5934839726747241,1.4323351552653658
AP5M1,0.03695428847749506,0.5934839726747241,1.4323351552653658
BRINP2,0.03703886861005838,0.8588544403573305,1.4313422877544915
NF2,0.037085926840784836,1.0,1.4307908627541537
AK5,0.03715957545781232,0.818812401471361,1.4299292563948296
FOXN3,0.037167266423018985,0.5933788754598004,1.429839379207069
NHERF1,0.037167266423018985,0.5933788754598003,1.429839379207069
KLK1,0.037185941432826365,0.9518654755648975,1.4296212190465791
OR2B6,0.03726590509141871,0.8074619022595901,1.4286883264279524
SCRG1,0.037364010837221254,0.8378349973725696,1.4275465106277467
VEZF1,0.037381288479741016,0.5932737782448765,1.4273457331873232
HCLS1,0.037381288479741016,0.5932737782448765,1.4273457331873232
CPLX2,0.03743468512083744,0.9276931161324224,1.42672581555739
NIPSNAP1,0.037596358581898325,0.5931686810299527,1.424854216890728
RBM6,0.037596358581898325,0.5931686810299527,1.424854216890728
SHROOM2,0.03768753159901214,0.568260641093011,1.4238023063825502
H3C8,0.037735285116656116,0.7171833946400421,1.423252364259501
RAPGEF3,0.03781199535486683,0.5930635838150289,1.42237040413064
AOC3,0.037812286544605965,0.5930635838150289,1.422367059646733
TESK1,0.03781248067142145,0.5930635838150289,1.4223648300013971
REV1,0.03781248067142145,0.5930635838150289,1.4223648300013971
AP1G2,0.03781248067142145,0.5930635838150289,1.4223648300013971
TKT,0.03781248067142145,0.5930635838150289,1.4223648300013971
MNDA,0.03785176670810756,0.6024172359432476,1.4219138452609756
DCPS,0.03796488382031155,0.5982133473462954,1.420617924806868
ZNF638,0.03802965869790704,0.5929584866001051,1.4198775722029526
CTSC,0.03802965869790704,0.5929584866001051,1.4198775722029526
DKK3,0.03802965869790704,0.5929584866001051,1.4198775722029526
RITA1,0.03802965869790704,0.5929584866001051,1.4198775722029526
SURF1,0.03802965869790704,0.5929584866001051,1.4198775722029526
SURF1_1,0.03802965869790704,0.5929584866001051,1.4198775722029526
ATP10A,0.038192165772559315,0.5897004729374672,1.4180257132841285
ACE,0.03824691870495522,0.5931686810299527,1.4174035472642994
PRDM12,0.038369829799879795,0.8315291644771414,1.4160101272321493
FAM114A2,0.03846719839831412,0.5927482921702575,1.4149094426107571
HTT,0.03846719839831412,0.5927482921702575,1.4149094426107571
AMD1,0.03846719839831412,0.5927482921702575,1.4149094426107571
TIMM10,0.03846719839831412,0.5927482921702575,1.4149094426107571
COQ6,0.03849246097941721,0.5841303205465055,1.4146243218070924
NPIPB15,0.03852053400227884,0.644561219127693,1.414307700970257
TOMM6,0.03868756800950569,0.5926431949553337,1.4124285701817951
NAGK,0.03868756800950569,0.5926431949553337,1.4124285701817951
DUSP5,0.03868756800950569,0.5926431949553337,1.4124285701817951
RAB26,0.03886866790294427,0.5916973200210195,1.4104003431432135
GSTZ1,0.0389090094321425,0.5925380977404099,1.4099498255732952
TMEM208,0.0389090094321425,0.5925380977404099,1.4099498255732952
CLCN2,0.038973820121321646,0.9660535995796111,1.4092270236068711
KCNJ3,0.03900656768378856,0.8266946925906463,1.4088622630071483
HLA-DMB_1,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB,0.03913152665372589,0.5924330005254861,1.407473208466417
STX8,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_6,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_3,0.03913152665372589,0.5924330005254861,1.407473208466417
SPCS1,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_2,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_4,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_7,0.03913152665372589,0.5924330005254861,1.407473208466417
HLA-DMB_5,0.03913152665372589,0.5924330005254861,1.407473208466417
CLDN5,0.03932125501872014,0.590856542301629,1.4053726292171504
ZNF701,0.03935512366925082,0.5923279033105623,1.404998718541828
ARHGAP25,0.039578804554729716,0.5922228060956385,1.4025373274394977
CORO7,0.039579804481176255,0.5922228060956385,1.402526355479698
CORO7_1,0.039579804481176255,0.5922228060956385,1.402526355479698
EVL,0.039579804481176255,0.5922228060956385,1.402526355479698
CX3CL1,0.03968792381862675,0.6237519705727799,1.401341619603744
PLA2G15,0.03969215036890193,0.5386232264844981,1.40129537204143
MRPS16,0.039805573099395114,0.5921177088807147,1.4000561189597005
ABHD11,0.039805573099395114,0.5921177088807147,1.4000561189597005
CDK5RAP3,0.039805573099395114,0.5921177088807147,1.4000561189597005
TAX1BP1,0.039805573099395114,0.5921177088807147,1.4000561189597005
PHF20,0.039805573099395114,0.5921177088807147,1.4000561189597005
NELL2,0.0400241233467369,0.5911718339464004,1.39767817170958
LTBP1,0.04002961306422672,0.5926431949553337,1.3976186078684987
PLEKHA5,0.040031929881033455,0.5920126116657909,1.3975934726857877
BRAP,0.04003223207694945,0.5919075144508671,1.3975901942646924
BLVRB,0.04003243354120366,0.5920126116657909,1.3975880086610124
